List Report,,,,,,,,,,,
MetaCore Data,,,,,,,,CDDI Data,,,
#,Input IDs,Network Object Name,Gene Symbol,Unit (protein or chem),Object Type,Description,Therapeutic Drugs,CDDI Biomarker,CDDI Biomarker Role,CDDI Biomarker Type,CDDI Genes & Targets
3020,,MKK7 (MAP2K7),Map2k7,MP2K7_MOUSE,Protein kinase,Dual specificity mitogen-activated protein kinase kinase 7,,,,,
3021,,MKP-1,Dusp1,DUS1_MOUSE,Protein phosphatase,Dual specificity protein phosphatase 1,,,,,
3022,,MKP-2,Dusp4,DUS4_MOUSE,Protein phosphatase,Dual specificity protein phosphatase 4,,,,,
3023,,MKP6,Dusp14,DUS14_MOUSE,Protein phosphatase,Dual specificity protein phosphatase 14,,,,,
3024,,MKS1,Mks1,MKS1_MOUSE,Protein,Tectonic-like complex member MKS1,,,,,
3025,,MLC1F,Myl1,MYL1_MOUSE,Generic binding protein,"Myosin light chain 1/3, skeletal muscle isoform",,,,,
3026,,MLH3,Mlh3,Mlh3,Generic binding protein,mutL homolog 3 (E coli),,,,,
3027,,MLK1(MAP3K9),Map3k9,M3K9_MOUSE,Protein kinase,Mitogen-activated protein kinase kinase kinase 9,CEP-1347,,,,
3028,,MLK1(MAP3K9),Map3k9,M3K9_MOUSE,Protein kinase,Mitogen-activated protein kinase kinase kinase 9,CEP-11004,,,,
3029,,MLL1 (HRX),Kmt2a,KMT2A_MOUSE,Transcription factor,Histone-lysine N-methyltransferase 2A,,,,,
3030,,MLL1C,Kmt2a,MLL1C_(MOUSE),Transcription factor,Histone-lysine N-methyltransferase 2A (MLL) cleavage product C180,,,,,
3031,,MLL1N,Kmt2a,MLL1N_(MOUSE),Transcription factor,Histone-lysine N-methyltransferase 2A (MLL) cleavage product N320,,,,,
3032,,MLL2,Kmt2d,KMT2D_MOUSE,Generic enzyme,Histone-lysine N-methyltransferase 2D,,,,,
3033,,MLL3,Kmt2c,KMT2C_MOUSE,Generic enzyme,Histone-lysine N-methyltransferase 2C,,,,,
3034,,MLL5,Kmt2e,KMT2E_MOUSE,Generic enzyme,Inactive histone-lysine N-methyltransferase 2E,,,,,
3035,,MLLT11,Mllt11,AF1Q_MOUSE,Protein,Protein AF1q,,,,,
3036,,MLN64,Stard3,STAR3_MOUSE,Transporter,StAR-related lipid transfer protein 3,,,,,
3037,,MLSTD2,Far1,FACR1_MOUSE,Generic enzyme,Fatty acyl-CoA reductase 1,,,,,
3038,,MLX,Mlx,MLX_MOUSE,Transcription factor,Max-like protein X,,,,,
3039,,MM-1,Pfdn5,PFD5_MOUSE,Generic binding protein,Prefoldin subunit 5,,,,,
3040,,MMADHC,Mmadhc,MMAD_MOUSE,Protein,Cobalamin trafficking protein CblD,,,,,
3041,,MMD,Mmd,PAQRB_MOUSE,Generic receptor,Monocyte to macrophage differentiation factor,,,,,
3042,,MMP-15,Mmp15,MMP15_MOUSE,Metalloprotease,Matrix metalloproteinase-15,,,,,
3043,,MMP-16,Mmp16,MMP16_MOUSE,Metalloprotease,Matrix metalloproteinase-16,Batimastat,,,,
3044,,MMP-17,Mmp17,MMP17_MOUSE,Metalloprotease,Matrix metalloproteinase-17,,,,,
3045,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Halofuginone,,,,
3046,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Marimastat,,,,
3047,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Tanomastat,,,,
3048,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Batimastat,,,,
3049,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Thalidomide,,,,
3050,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Pravastatin,,,,
3051,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,ONO4817,,,,
3052,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,S-3304,,,,
3053,,MMP-2,Mmp2,MMP2_MOUSE,Metalloprotease,72 kDa type IV collagenase,Rebimastat,,,,
3054,,MMP23B,Mmp23,MMP23_MOUSE,Metalloprotease,Matrix metalloproteinase-23,,,,,
3055,,MMR2,Mfsd6,MFSD6_MOUSE,Generic receptor,Major facilitator superfamily domain-containing protein 6,,,,,
3056,,MMS19L,Mms19,MMS19_MOUSE,Generic binding protein,MMS19 nucleotide excision repair protein homolog,,,,,
3057,,MMSA,Aldh6a1,MMSA_MOUSE,Generic enzyme,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",,,,,
3058,,MNK2(GPRK7),Mknk2,MKNK2_MOUSE,Protein kinase,MAP kinase-interacting serine/threonine-protein kinase 2,,,,,
3059,,MOBKL2B,Mob3b,MOB3B_MOUSE,Generic binding protein,MOB kinase activator 3B,,,,,
3060,,MOBP,Mobp,MOBP_MOUSE,Generic binding protein,Myelin-associated oligodendrocyte basic protein,,,,,
3061,,MOC2B,Mocs2,MOC2B_MOUSE,Generic enzyme,Molybdopterin synthase catalytic subunit,,,,,
3062,,MOCS1,Mocs1,MOCS1_MOUSE,Generic binding protein,Molybdenum cofactor biosynthesis protein 1,,,,,
3063,,MOCS2(small),Mocs2,MOC2A_MOUSE,Generic enzyme,Molybdopterin synthase sulfur carrier subunit,,,,,
3064,,MOCS3,Mocs3,MOCS3_MOUSE,Generic binding protein,Adenylyltransferase and sulfurtransferase MOCS3,,,,,
3065,,MOG1,Rangrf,MOG1_MOUSE,Generic binding protein,Ran guanine nucleotide release factor,,,,,
3066,,MON1B,Mon1b,MON1B_MOUSE,Protein,Vacuolar fusion protein MON1 homolog B,,,,,
3067,,MORC2,Morc2a,MOR2A_MOUSE,Generic binding protein,ATPase MORC2A,,,,,
3068,,MORN2,Morn2,MORN2_MOUSE,Protein,MORN repeat-containing protein 2,,,,,
3069,,MOSPD1,Mospd1,MSPD1_MOUSE,Generic binding protein,Motile sperm domain-containing protein 1,,,,,
3070,,MOSPD2,Mospd2,MSPD2_MOUSE,Generic binding protein,Motile sperm domain-containing protein 2,,,,,
3071,,MOZ,Kat6a,KAT6A_MOUSE,Generic enzyme,Histone acetyltransferase KAT6A,,,,,
3072,,MPC1,Mpc1,MPC1_MOUSE,Protein,Mitochondrial pyruvate carrier 1,,,,,
3073,,MPC2,Mpc2,MPC2_MOUSE,Protein,Mitochondrial pyruvate carrier 2,,,,,
3074,,MPGF,Gcg,MPGF_(MOUSE),Protein,Major proglucagon fragment,,,,,
3075,,MPP alpha,Pmpca,MPPA_MOUSE,Metalloprotease,Mitochondrial-processing peptidase subunit alpha,,,,,
3076,,MPP1,Mpp1,EM55_MOUSE,Generic binding protein,55 kDa erythrocyte membrane protein,,,,,
3077,,MPP11,Dnajc2,DNJC2_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 2,,,,,
3078,,MPP3 (DLG3),Mpp3,MPP3_MOUSE,Generic binding protein,MAGUK p55 subfamily member 3,,,,,
3079,,MPP7,Mpp7,MPP7_MOUSE,Generic binding protein,MAGUK p55 subfamily member 7,,,,,
3080,,MPP8,Mphosph8,MPP8_MOUSE,Generic binding protein,M-phase phosphoprotein 8,,,,,
3081,,MPPED1,Mpped1,MPPD1_MOUSE,Generic enzyme,Metallophosphoesterase domain-containing protein 1,,,,,
3082,,MPPED2,Mpped2,MPPD2_MOUSE,Generic enzyme,Metallophosphoesterase MPPED2,,,,,
3083,,MPV17L,Mpv17l,MP17L_MOUSE,Protein,Mpv17-like protein,,,,,
3084,,MR-GEF,Rapgef5,RPGF5_MOUSE,"Regulators (GDI, GAP, GEF)",Rap guanine nucleotide exchange factor 5,,,,,
3085,,MRCKalpha,Cdc42bpa,MRCKA_MOUSE,Protein kinase,Serine/threonine-protein kinase MRCK alpha,,,,,
3086,,MRF-1,Arid5a,ARI5A_MOUSE,Generic binding protein,AT-rich interactive domain-containing protein 5A,,,,,
3087,,MRFAP1,Gm5814,LOC545208,Generic binding protein,"similar to protein associated with MRG, 14 kDa",,,,,
3088,,MRFAP1L1,Mrfap1,MOFA1_MOUSE,Generic binding protein,MORF4 family-associated protein 1,,,,,
3089,,MRGX,Morf4l2,MO4L2_MOUSE,Generic binding protein,Mortality factor 4-like protein 2,,,,,
3090,,MRM1,Mrm1,MRM1_MOUSE,Generic enzyme,"rRNA methyltransferase 1, mitochondrial",,,,,
3091,,MRPL11,Mrpl11,RM11_MOUSE,Generic binding protein,Large ribosomal subunit protein uL11m,,,,,
3092,,MRPL13,Mrpl13,RM13_MOUSE,Generic binding protein,Large ribosomal subunit protein uL13m,,,,,
3093,,MRPL16,Mrpl16,RM16_MOUSE,Generic binding protein,Large ribosomal subunit protein uL16m,,,,,
3094,,MRPL17,Mrpl17,RM17_MOUSE,Generic binding protein,Large ribosomal subunit protein bL17m,,,,,
3095,,MRPL18,Mrpl18,RM18_MOUSE,Generic binding protein,Large ribosomal subunit protein uL18m,,,,,
3096,,MRPL20,Mrpl20,RM20_MOUSE,Generic binding protein,Large ribosomal subunit protein bL20m,,,,,
3097,,MRPL21,Mrpl21,RM21_MOUSE,Generic binding protein,Large ribosomal subunit protein bL21m,,,,,
3098,,MRPL28,Mrpl28,RM28_MOUSE,Generic binding protein,Large ribosomal subunit protein bL28m,,,,,
3099,,MRPL32,Mrpl32,RM32_MOUSE,Generic binding protein,Large ribosomal subunit protein bL32m,,,,,
3100,,MRPL33,Mrpl33,RM33_MOUSE,Generic binding protein,Large ribosomal subunit protein bL33m,,,,,
3101,,MRPL35,Mrpl35,RM35_MOUSE,Generic binding protein,Large ribosomal subunit protein bL35m,,,,,
3102,,MRPL36,Mrpl36,RM36_MOUSE,Generic binding protein,Large ribosomal subunit protein bL36m,,,,,
3103,,MRPL37,Mrpl37,RM37_MOUSE,Generic binding protein,Large ribosomal subunit protein mL37,,,,,
3104,,MRPL41,Mrpl41,RM41_MOUSE,Generic binding protein,Large ribosomal subunit protein mL41,,,,,
3105,,MRPL43,Mrpl43,RM43_MOUSE,Generic binding protein,Large ribosomal subunit protein mL43,,,,,
3106,,MRPS12,Mrps12,RT12_MOUSE,Generic binding protein,Small ribosomal subunit protein uS12m,,,,,
3107,,MRPS14,Mrps14,RT14_MOUSE,Generic binding protein,Small ribosomal subunit protein uS14m,,,,,
3108,,MRPS16,Mrps16,RT16_MOUSE,Generic binding protein,Small ribosomal subunit protein bS16m,,,,,
3109,,MRPS17,Mrps17,RT17_MOUSE,Generic binding protein,Small ribosomal subunit protein uS17m,,,,,
3110,,MRPS25,Mrps25,RT25_MOUSE,Generic binding protein,Small ribosomal subunit protein mS25,,,,,
3111,,MRPS27,Mrps27,RT27_MOUSE,Protein,Small ribosomal subunit protein mS27,,,,,
3112,,MRPS30,Mrps30,RT30_MOUSE,Generic binding protein,Large ribosomal subunit protein mL65,,,,,
3113,,MRPS36,Mrps36,RT36_MOUSE,Generic binding protein,"28S ribosomal protein S36, mitochondrial",,,,,
3114,,MRPS5,Mrps5,RT05_MOUSE,Generic binding protein,Small ribosomal subunit protein uS5m,,,,,
3115,,MRPS6,Mrps6,RT06_MOUSE,Generic binding protein,Small ribosomal subunit protein bS6m,,,,,
3116,,MRPS9,Mrps9,RT09_MOUSE,Generic binding protein,Small ribosomal subunit protein uS9m,,,,,
3117,,MRRF,Mrrf,RRFM_MOUSE,Protein,"Ribosome-recycling factor, mitochondrial",,,,,
3118,,MRS2L,Mrs2,MRS2_MOUSE,Transporter,"Magnesium transporter MRS2 homolog, mitochondrial",,,,,
3119,,MS4A8B,Ms4a8a,M4A8_MOUSE,Generic receptor,Membrane-spanning 4-domains subfamily A member 8,,,,,
3120,,MSG1,Cited1,CITE1_MOUSE,Transcription factor,Cbp/p300-interacting transactivator 1,,,,,
3121,,MSH3,Msh3,MSH3_MOUSE,Generic binding protein,DNA mismatch repair protein Msh3,,,,,
3122,,MSH5,Msh5,MSH5_MOUSE,Generic binding protein,MutS protein homolog 5,,,,,
3123,,MSK1,Rps6ka5,KS6A5_MOUSE,Protein kinase,Ribosomal protein S6 kinase alpha-5,,,,,
3124,,MSL3L2,Msl3l2,MS3L2_MOUSE,Protein,MSL complex subunit 3B,,,,,
3125,,MSR1,Msr1,MSRE_MOUSE,Generic receptor,Macrophage scavenger receptor types I and II,,,,,
3126,,MSTO1,Msto1,MSTO1_MOUSE,Protein,Protein misato homolog 1,,,,,
3127,,MSX-2,Msx2,MSX2_MOUSE,Transcription factor,Homeobox protein MSX-2,,,,,
3128,,MT-ND5,ND5,NU5M_MOUSE,Generic enzyme,NADH-ubiquinone oxidoreductase chain 5,,,,,
3129,,MTCBP-1,Adi1,MTND_MOUSE,Generic enzyme,Acireductone dioxygenase,,,,,
3130,,MTCH1,Mtch1,MTCH1_MOUSE,Generic binding protein,Mitochondrial carrier homolog 1,,,,,
3131,,MTERFD3,Mterf2,MTEF2_MOUSE,Protein,"Transcription termination factor 2, mitochondrial",,,,,
3132,,MTF-2,Mtf2,MTF2_MOUSE,Transcription factor,Metal-response element-binding transcription factor 2,,,,,
3133,,MTGR1,Cbfa2t2,MTG8R_MOUSE,Transcription factor,Protein CBFA2T2,,,,,
3134,,MTHFD2,Mthfd2,MTDC_MOUSE,Generic enzyme,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",,,,,
3135,,MTIF2,Mtif2,IF2M_MOUSE,Generic binding protein,"Translation initiation factor IF-2, mitochondrial",,,,,
3136,,MTM1,Mtm1,MTM1_MOUSE,Protein phosphatase,Myotubularin,,,,,
3137,,MTMR10,Mtmr10,MTMRA_MOUSE,Generic phosphatase,Myotubularin-related protein 10,,,,,
3138,,MTMR13,Sbf2,MTMRD_MOUSE,Generic phosphatase,Myotubularin-related protein 13,,,,,
3139,,MTMR3,Mtmr3,MTMR3_MOUSE,Protein phosphatase,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3",,,,,
3140,,MTMR4,Mtmr4,MTMR4_MOUSE,Protein phosphatase,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR4",,,,,
3141,,MTMR6,Mtmr6,MTMR6_MOUSE,Protein phosphatase,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR6",,,,,
3142,,MTMR7,Mtmr7,MTMR7_MOUSE,Protein phosphatase,Phosphatidylinositol-3-phosphate phosphatase MTMR7,,,,,
3143,,MTRF1L,Mtrf1l,RF1ML_MOUSE,Generic binding protein,"Peptide chain release factor 1-like, mitochondrial",,,,,
3144,,MUC1,Muc1,MUC1_MOUSE,Generic binding protein,Mucin-1,Emepepimut-S,,,,
3145,,MUC1,Muc1,MUC1_MOUSE,Generic binding protein,Mucin-1,BrevaRex,,,,
3146,,MUC1,Muc1,MUC1_MOUSE,Generic binding protein,Mucin-1,Yttrium (90Y) clivatuzumab tetraxetan,,,,
3147,,MUC1,Muc1,MUC1_MOUSE,Generic binding protein,Mucin-1,Sontuzumab,,,,
3148,,MUC1,Muc1,MUC1_MOUSE,Generic binding protein,Mucin-1,Pemtumomab,,,,
3149,,MUC1-CT,Muc1,Mucin-1 (beta)_(MOUSE),Generic binding protein,Mucin-1 subunit beta,,,,,
3150,,MUC1-NT,Muc1,Mucin-1 (alpha)_(MOUSE),Generic binding protein,Mucin-1 subunit alpha,,,,,
3151,,MUL,Trim37,TRI37_MOUSE,Generic binding protein,E3 ubiquitin-protein ligase TRIM37,,,,,
3152,,MUL1,Mul1,MUL1_MOUSE,Generic binding protein,Mitochondrial ubiquitin ligase activator of NFKB 1,,,,,
3153,,MUS81,Mus81,MUS81_MOUSE,Generic enzyme,Crossover junction endonuclease MUS81,,,,,
3154,,MUSK,Musk,MUSK_MOUSE,Receptor with enzyme activity,"Muscle, skeletal receptor tyrosine-protein kinase",,,,,
3155,,MVD,Mvd,MVD1_MOUSE,Generic kinase,Diphosphomevalonate decarboxylase,,,,,
3156,,MYADML2,Myadml2,MADL2_MOUSE,Protein,Myeloid-associated differentiation marker-like protein 2,,,,,
3157,,MYBPC1,Mybpc1,8030451F13Rik,Generic binding protein,RIKEN cDNA 8030451F13 gene,,,,,
3158,,MYBPC3,Mybpc3,MYPC3_MOUSE,Generic binding protein,"Myosin-binding protein C, cardiac-type",,,,,
3159,,MYBPH,Mybph,MYBPH_MOUSE,Generic binding protein,Myosin-binding protein H,,,,,
3160,,MYCBP2,Mycbp2,MYCB2_MOUSE,Generic enzyme,E3 ubiquitin-protein ligase MYCBP2,,,,,
3161,,MYH10,Myh10,MYH10_MOUSE,Generic binding protein,Myosin-10,,,,,
3162,,MYH14,Myh14,MYH14_MOUSE,Generic binding protein,Myosin-14,,,,,
3163,,MYH9,Myh9,MYH9_MOUSE,Generic binding protein,Myosin-9,,,,,
3164,,MYLPF,Mylpf,MYL11_MOUSE,Generic binding protein,Myosin regulatory light chain 11,,,,,
3165,,MYO1H,Myo1h,MYO1H_MOUSE,Generic binding protein,Unconventional myosin-Ih,,,,,
3166,,MYO3B,Myo3b,MYO3B_MOUSE,Protein kinase,Myosin-IIIb,,,,,
3167,,MYO5C,Myo5c,Myo5c,Generic binding protein,myosin VC,,,,,
3168,,MYO9A,Myo9a,MYO9A_MOUSE,Generic binding protein,Unconventional myosin-IXa,,,,,
3169,,MYR8,Myo16,MYO16_MOUSE,Generic binding protein,Unconventional myosin-XVI,,,,,
3170,,MYRIP,Myrip,MYRIP_MOUSE,"Regulators (GDI, GAP, GEF)",Rab effector MyRIP,,,,,
3171,,MYSM1,Mysm1,MYSM1_MOUSE,Generic binding protein,Deubiquitinase MYSM1,,,,,
3172,,MYT1,Myt1,MYT1_MOUSE,Transcription factor,Myelin transcription factor 1,,,,,
3173,,MafF,Maff,MAFF_MOUSE,Transcription factor,Transcription factor MafF,,,,,
3174,,MafK,Mafk,MAFK_MOUSE,Transcription factor,Transcription factor MafK,,,,,
3175,,Mago nashi,Magoh,MGN_MOUSE,Generic binding protein,Protein mago nashi homolog,,,,,
3176,,Makorin-1,Mkrn1,MKRN1_MOUSE,Generic binding protein,E3 ubiquitin-protein ligase makorin-1,,,,,
3177,,Malin,Nhlrc1,NHLC1_MOUSE,Generic binding protein,E3 ubiquitin-protein ligase NHLRC1,,,,,
3178,,Mapk1ip1,Mapk1ip1,MISS_MOUSE,Generic binding protein,MAPK-interacting and spindle-stabilizing protein,,,,,
3179,,Marveld1,Marveld1,MALD1_MOUSE,Protein,MARVEL domain-containing protein 1,,,,,
3180,,Matrin-3,Matr3,MATR3_MOUSE,Generic binding protein,Matrin-3,,,,,
3181,,Mcl-1,Mcl1,MCL1_MOUSE,Generic binding protein,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog,"As(,2)O(,3)",,,,
3182,,Mcpt4 (rodent),Mcpt4,MCPT4_MOUSE,Generic protease,Mast cell protease 4,,,,,
3183,,Mcpt8,Mcpt8,MCPT8_MOUSE,Generic protease,Mast cell protease 8,,,,,
3184,,Mdga2,Mdga2,MDGA2_MOUSE,Protein,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,,,,,
3185,,MeCP2,Mecp2,MECP2_MOUSE,Generic binding protein,Methyl-CpG-binding protein 2,,,,,
3186,,Med7,Med7,MED7_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 7,,,,,
3187,,Menin,Men1,MEN1_MOUSE,Transcription factor,Menin,,,,,
3188,,MetAP-2,Metap2,MAP2_MOUSE,Metalloprotease,Methionine aminopeptidase 2,PPI-2458,,,,
3189,,Metallothionein-III,Mt3,MT3_MOUSE,Generic binding protein,Metallothionein-3,,,,,
3190,,Metallothionein-IV,Mt4,MT4_MOUSE,Generic binding protein,Metallothionein-4,,,,,
3191,,MgDP1,Mdp1,MGDP1_MOUSE,Protein phosphatase,Magnesium-dependent phosphatase 1,,,,,
3192,,Mi-2 alpha,Chd3,Chd3,Generic binding protein,chromodomain helicase DNA binding protein 3,,,,,
3193,,Mi-2 beta,Chd4,CHD4_MOUSE,Generic binding protein,Chromodomain-helicase-DNA-binding protein 4,,,,,
3194,,Mia3,Mia3,TGO1_MOUSE,Generic kinase,Transport and Golgi organization protein 1 homolog,,,,,
3195,,Microcephalin,Mcph1,MCPH1_MOUSE,Protein,Microcephalin,,,,,
3196,,Midn,Midn,MIDN_MOUSE,Generic binding protein,Midnolin,,,,,
3197,,Migfilin,Fblim1,FBLI1_MOUSE,Generic binding protein,Filamin-binding LIM protein 1,,,,,
3198,,MinK,Kcne1,KCNE1_MOUSE,Voltage-gated ion channel,Potassium voltage-gated channel subfamily E member 1,Indapamide,,,,
3199,,MinK,Kcne1,KCNE1_MOUSE,Voltage-gated ion channel,Potassium voltage-gated channel subfamily E member 1,Dronedarone,,,,
3200,,MinK,Kcne1,KCNE1_MOUSE,Voltage-gated ion channel,Potassium voltage-gated channel subfamily E member 1,Azimilide,,,,
3201,,Miro-2,Rhot2,MIRO2_MOUSE,Generic binding protein,Mitochondrial Rho GTPase 2,,,,,
3202,,Mitofusin 2,Mfn2,MFN2_MOUSE,Generic binding protein,Mitofusin-2,,,,,
3203,,Ms4a4c,Ms4a4c,Ms4a4c,Generic receptor,"membrane-spanning 4-domains, subfamily A, member 4C",,,,,
3204,,Mszf37,Zfp961,cDNA sequence BC049349,Generic binding protein,cDNA sequence BC049349,,,,,
3205,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Alfentanil,,,,
3206,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Pentazocine,,,,
3207,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Oxymorphone,,,,
3208,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Dextropropoxyphene,,,,
3209,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Dezocine,,,,
3210,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Hydromorphone,,,,
3211,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Pethidine,,,,
3212,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Naloxone,,,,
3213,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Naltrexone,,,,
3214,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Propiram,,,,
3215,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Levacetylmethadol,,,,
3216,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,N-Methylnaltrexone,,,,
3217,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Buprenorphine,,,,
3218,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Anileridine,,,,
3219,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Sufentanil,,,,
3220,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Oxycodone,,,,
3221,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Butorphanol,,,,
3222,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Codeine,,,,
3223,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Fentanyl,,,,
3224,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Alvimopan,,,,
3225,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Methadone,,,,
3226,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,Nalmefene,,,,
3227,,Mu-type opioid receptor,Oprm1,OPRM_MOUSE,GPCR,Mu-type opioid receptor,CP-866087,,,,
3228,,Musculin,Msc,MUSC_MOUSE,Transcription factor,Musculin,,,,,
3229,,Muted,Bloc1s5,BL1S5_MOUSE,Generic binding protein,Biogenesis of lysosome-related organelles complex 1 subunit 5,,,,,
3230,,Mycs,Mycs,MYCS_MOUSE,Transcription factor,Protein S-Myc,,,,,
3231,,Myelin basic protein,Mbp,MBP_MOUSE,Generic binding protein,Myelin basic protein,,,,,
3232,,Myeloblastin,Prtn3,PRTN3_MOUSE,Generic protease,Myeloblastin,,,,,
3233,,Myosin VI,Myo6,MYO6_MOUSE,Generic binding protein,Unconventional myosin-VI,,,,,
3234,,Myosin Vb,Myo5b,MYO5B_MOUSE,Generic binding protein,Unconventional myosin-Vb,,,,,
3235,,Myospryn,Cmya5,CMYA5_MOUSE,Generic binding protein,Cardiomyopathy-associated protein 5,,,,,
3236,,Myt1L,Myt1l,MYT1L_MOUSE,Transcription factor,Myelin transcription factor 1-like protein,,,,,
3237,,N-CoR,Ncor1,NCOR1_MOUSE,Generic binding protein,Nuclear receptor corepressor 1,,,,,
3238,,N-Ras,Nras,RASN_MOUSE,RAS - superfamily,GTPase NRas,,,,,
3239,,N-cadherin,Cdh2,CADH2_MOUSE,Generic binding protein,Cadherin-2,ADH-1,,,,
3240,,N-cadherin (CTF1),Cdh2,N-cadherin (CTF1)_(MOUSE),Generic binding protein,N-cadherin C-terminal fragment 1,,,,,
3241,,N-cadherin (CTF2),Cdh2,N-cadherin (CTF2)_(MOUSE),Generic binding protein,N-cadherin C-terminal fragment 2,,,,,
3242,,N-chimaerin,Chn1,CHIN_MOUSE,"Regulators (GDI, GAP, GEF)",N-chimaerin,,,,,
3243,,N-glycanase 1,Ngly1,NGLY1_MOUSE,Generic enzyme,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,,,,,
3244,,N-type Ca(II) channel alpha1B,Cacna1b,CAC1B_MOUSE,Voltage-gated ion channel,Voltage-dependent N-type calcium channel subunit alpha-1B,,,,,
3245,,N28178,Phf24,PHF24_MOUSE,Generic binding protein,PHD finger protein 24,,,,,
3246,,N4BP1,N4bp1,N4BP1_MOUSE,Protein,NEDD4-binding protein 1,,,,,
3247,,N4BP2L1,N4bp2l1,N42L1_MOUSE,Protein,NEDD4-binding protein 2-like 1,,,,,
3248,,N4BP3,N4bp3,N4BP3_MOUSE,Protein,NEDD4-binding protein 3,,,,,
3249,,N6amt2,Eef1akmt1,EFMT1_MOUSE,Generic binding protein,EEF1A lysine methyltransferase 1,,,,,
3250,,NAA25,Naa25,NAA25_MOUSE,Generic binding protein,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",,,,,
3251,,NAA50,Naa50,NAA50_MOUSE,Generic enzyme,N-alpha-acetyltransferase 50,,,,,
3252,,NAALADL2,Naaladl2,LOC635702,Protein,similar to N-acetylated alpha-linked acidic dipeptidase 2,,,,,
3253,,NAB1,Nab1,NAB1_MOUSE,Transcription factor,NGFI-A-binding protein 1,,,,,
3254,,NAB2,Nab2,NAB2_MOUSE,Transcription factor,NGFI-A-binding protein 2,,,,,
3255,,NAF1,Naf1,NAF1_MOUSE,Generic binding protein,H/ACA ribonucleoprotein complex non-core subunit NAF1,,,,,
3256,,NAG,Nbas,Nbas,Protein,neuroblastoma amplified sequence,,,,,
3257,,NAG14,Lrrc4,LRRC4_MOUSE,Generic receptor,Leucine-rich repeat-containing protein 4,,,,,
3258,,NAG6,Ccdc136,CC136_MOUSE,Generic binding protein,Coiled-coil domain-containing protein 136,,,,,
